Transcript_ID	Gene_ID	Architecture	Collapsed_Arch	Subclass	Combined_Subclasses	Arch_Type	OG_orig_ID	OG_orig_Size	OG	OG_Size	Fusion_Flag	Merged_Flag	Pair_Flag	PutPair_Flag	Truncated_Flag	Pseudogene_Flag	NoEvidence_Flag	CorBound_Flag	CorTrans_Flag	Misassembly_Flag	Delete_Flag	Mod_Flag	Note_Flag	Accession_Name	Origin	Seed_Collection	Sequencing_Facility	Population	Albugo_Phenotype	Assembly_Quality	Expression	Relict_Flag	TE_In_Exons	TE_In_Introns	TEs_2kb_Downstream	TEs_2kb_Upstream	Outlier
9580|T224-R1	9580|G224	TIR,NB	TIR,NB	TN	TN	canonical	111	59	111.1	53	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	0	0	0	0	0	0	0
9580|T228-R1	9580|G228	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	18	70	1574	1	0	0	1	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	74	0	0	0	0	0	0
9580|T229.1-R1	9580|G229.1	NB,LRR,PF03106	NB,LRR,PF03106	NLX	N(L)X	noncanonical	43	65	1450	1	0	0	1	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	94	0	0	0	0	0	0
9580|T231-R1	9580|G231	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	8	101	8.3	38	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	54	0	0	0	0	0	0
9580|T232-R1	9580|G232	Coil,NB	Coil,NB	CN	CN	canonical	344	3	779	2	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	55	0	0	0	0	0	0
9580|T236-R1	9580|G236	RPW8,Coil,NB	RPW8,Coil,NB	RCN	R(C)N	canonical	31	66	1413	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	43	0	0	0	0	0	0
9580|T237-R1	9580|G237	RPW8,NB	RPW8,NB	RN	R(C)N	canonical	32	66	1201	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	5	0	0	0	0	0	1
9580|T239-R1	9580|G239	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	69	63	69.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	7	0	0	1	0	1	0
9580|T243-R1	9580|G243	TIR,NB,PF08381,PF08381,PF08381	TIR,NB,PF08381	TNX	T(N,L)X	noncanonical	154	46	154.1	43	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	82	0	0	1	1	0	0
9580|T247-R1	9580|G247	RPW8,Coil,NB,LRR	RPW8,Coil,NB,LRR	RCNL	R(C,N)L	canonical	31	66	1617	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	96	0	0	0	0	0	0
9580|T248-R1	9580|G248	RPW8,NB	RPW8,NB	RN	R(C)N	canonical	32	66	32.1	61	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	96	0	0	0	0	0	0
9580|T252-R1	9580|G252	TIR,NB	TIR,NB	TN	TN	canonical	224	19	224.1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	0	0	0	0	1	0	0
9580|T253-R1	9580|G253	TIR,NB	TIR,NB	TN	TN	canonical	223	19	223.1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	0	0	0	0	0	1	0
9580|T256-R1	9580|G256	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	5	125	5.1	26	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	97	0	0	0	1	0	0
9580|T261-R1	9580|G261	NB	NB	N	N	canonical	114	59	1568	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	68	0	0	0	0	0	1
9580|T262-R1	9580|G262	NB	NB	N	N	canonical	114	59	1255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	43	0	0	0	0	0	1
9580|T265-R1	9580|G265	NB,LRR	NB,LRR	NL	NL	canonical	106	60	106.1	55	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	4	0	0	0	1	1	0
9580|T266-R1	9580|G266	TIR	TIR	T	T(L)	canonical	144	50	144.1	48	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	1	0	0	0	1	1	0
9580|T268-R1	9580|G268	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	37	66	37.1	63	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	2	0	0	0	0	0	0
9580|T280-R1	9580|G280	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	240	15	240.1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	5	0	0	0	0	0	0
9580|T283-R1	9580|G283	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	189	31	189.1	27	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	5	0	0	0	1	1	0
9580|T284-R1	9580|G284	Coil,NB,NB	Coil,NB	CN	CN	canonical	12	86	12.1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	20	0	0	1	1	0	0
9580|T288-R1	9580|G288	TIR,NB	TIR,NB	TN	TN	canonical	145	50	145.1	46	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	96	0	0	0	0	0	0
9580|T289-R1	9580|G289	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	125	57	125.1	53	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	4	0	0	0	0	0	0
9580|T293-R1	9580|G293	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	20	69	20.1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	99	0	0	0	0	0	0
9580|T295-R1	9580|G295	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	50	65	50.1	61	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	0	0	0	1	0	1	0
9580|T299-R1	9580|G299	Coil,NB	Coil,NB	CN	CN	canonical	61	64	61.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	97	0	0	0	1	0	0
9580|T303-R1	9580|G303	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	1	154	1.27	26	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	95	0	0	0	1	0	0
9580|T306-R1	9580|G306	RPW8,NB	RPW8,NB	RN	R(C)N	canonical	59	64	59.1	62	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	100	0	0	1	1	0	0
9580|T310-R1	9580|G310	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	175	37	175.1	34	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	0	0	0	0	0	0	0
9580|T312-R1	9580|G312	TIR,NB,LRR,LRR,LRR	TIR,NB,LRR	TNL	TNL	canonical	39	66	39.1	60	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	99	0	0	0	0	0	0
9580|T315-R1	9580|G315	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	63	64	63.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	44	0	0	0	0	0	0
9580|T317-R1	9580|G317	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	258	10	1074	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	94	0	0	0	1	1	1
9580|T320-R1	9580|G320	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	7	115	7.4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	98	0	0	0	0	0	0
9580|T323-R1	9580|G323	TIR,TIR,NB	TIR,NB	TN	TN	canonical	164	41	164.1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	46	0	0	0	0	0	0
9580|T325-R1	9580|G325	TIR	TIR	T	T(L)	canonical	185	33	185.1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	0	0	0	0	1	0	0
9580|T326-R1	9580|G326	TIR	TIR	T	T(L)	canonical	51	65	51.1	62	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	0	0	0	0	0	1	0
9580|T327-R1	9580|G327	TIR	TIR	T	T(L)	canonical	62	64	62.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	0	0	0	0	1	0	0
9580|T330-R1	9580|G330	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	5	125	5.2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	78	0	0	0	1	0	0
9580|T333-R1	9580|G333	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	160	42	160.1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	55	0	0	0	0	0	0
9580|T334-R1	9580|G334	TIR	TIR	T	T(L)	canonical	259	10	259.1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	44	0	0	0	0	0	0
9580|T336-R1	9580|G336	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	198	26	198.1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	9	0	0	0	0	0	0
9580|T342-R1	9580|G342	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	112	59	112.1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	93	0	0	1	0	1	0
9580|T344-R1	9580|G344	Coil,NB	Coil,NB	CN	CN	canonical	NA	0	1112	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	100	0	0	0	0	0	0
9580|T347-R1	9580|G347	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	176	36	176.2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	96	0	0	0	1	1	0
9580|T348-R1	9580|G348	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	10	95	10.5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	99	0	0	0	1	0	0
9580|T352-R1	9580|G352	Coil,NB	Coil,NB	CN	CN	canonical	6	122	1218	1	0	1	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	100	0	0	1	0	0	1
9580|T356-R1	9580|G356	TIR	TIR	T	T(L)	canonical	132	54	132.1	49	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	6	0	0	0	0	0	0
9580|T357.1-R1	9580|G357.1	TIR	TIR	T	T(L)	canonical	131	54	131.1	49	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	12	0	0	0	0	1	0
9580|T357.2-R1	9580|G357.2	TIR,Coil	TIR,Coil	T	T(L)	canonical	136	53	136.1	46	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	0	0	0	0	1	0	0
9580|T361-R1	9580|G361	TIR,PF14299	TIR,PF14299	TX	T(N,L)X	noncanonical	95	61	95.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	79	0	0	0	1	1	0
9580|T364-R1	9580|G364	TIR,NB	TIR,NB	TN	TN	canonical	40	66	40.1	61	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	0	0	0	0	0	0	0
9580|T367-R1	9580|G367	NB,LRR	NB,LRR	NL	NL	canonical	27	67	27.1	62	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	100	0	0	0	0	0	0
9580|T369.2-R1	9580|G369.2	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	89	61	89.1	57	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	100	0	0	0	0	0	0
9580|T372-R1	9580|G372	TIR,NB,LRR,LRR	TIR,NB,LRR	TNL	TNL	canonical	159	43	159.1	40	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	55	0	0	0	0	0	0
9580|T376-R1	9580|G376	NB	NB	N	N	canonical	139	52	139.1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	70	0	0	0	0	0	0
9580|T380-R1	9580|G380	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	73	63	73.1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	99	0	0	1	0	1	0
9580|T384-R1	9580|G384	Coil,NB	Coil,NB	CN	CN	canonical	15	80	15.3	24	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	99	0	0	0	1	1	0
9580|T387-R1	9580|G387	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	28	66	28.1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	99	0	0	0	0	0	0
9580|T393-R1	9580|G393	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	97	61	97.1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	0	0	0	0	0	0	0
9580|T398-R1	9580|G398	NB	NB	N	N	canonical	126	56	126.1	53	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	52	0	0	0	0	1	0
9580|T403-R1	9580|G403	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	149	49	149.1	48	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	2	0	0	0	0	0	0
9580|T407-R1	9580|G407	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	3	145	3.13	9	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	95	0	0	0	1	0	0
9580|T410-R1	9580|G410	Coil,NB,LRR,NB	Coil,NB,LRR	CNL	CNL	canonical	3	145	1244	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	96	0	0	0	0	0	1
9580|T412-R1	9580|G412	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	269	8	269.1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	0	0	0	0	0	0	0
9580|T420-R1	9580|G420	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	92	61	92.1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	7	0	0	0	0	0	0
9580|T423-R1	9580|G423	TIR,NB,LRR,LRR	TIR,NB,LRR	TNL	TNL	canonical	10	95	10.2	25	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	95	0	0	0	0	0	0
9580|T432-R1	9580|G432	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	60	64	60.1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	0	0	0	0	1	0	0
9580|T435-R1	9580|G435	Coil,NB,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	65	63	65.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	27	0	0	0	0	0	0
9580|T438-R1	9580|G438	Coil,NB	Coil,NB	CN	CN	canonical	156	45	156.1	43	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	94	0	0	0	0	0	0
9580|T441-R1	9580|G441	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	10	95	10.7	18	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	54	0	0	1	0	1	0
9580|T442-R1	9580|G442	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	82	62	82.1	55	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	4	0	0	0	0	1	0
9580|T445-R1	9580|G445	TIR,TIR	TIR	T	T(L)	canonical	52	64	52.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	15	0	0	0	0	0	0
9580|T450-R1	9580|G450	NB	NB	N	N	canonical	14	82	14.2	23	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	0	0	0	0	0	0	0
9580|T454-R1	9580|G454	Coil,NB	Coil,NB	CN	CN	canonical	252	12	252.1	10	0	1	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	100	0	0	1	0	0	0
9580|T461-R1	9580|G461	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	77	63	919	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	48	0	0	0	0	1	0
9580|T464-R1	9580|G464	RPW8,NB	RPW8,NB	RN	R(C)N	canonical	35	66	35.1	61	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	100	0	0	0	0	0	0
9580|T469-R1	9580|G469	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	NA	0	1245	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	2	0	0	0	0	0	0
9580|T473-R1	9580|G473	TIR,NB	TIR,NB	TN	TN	canonical	166	40	166.1	35	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	73	0	0	0	1	0	0
9580|T476-R1	9580|G476	NB	NB	N	N	canonical	33	66	33.1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	100	0	0	0	0	0	0
9580|T480-R1	9580|G480	TIR,TIR	TIR	T	T(L)	canonical	19	70	823	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	29	0	0	0	1	1	0
9580|T482-R1	9580|G482	RPW8,NB	RPW8,NB	RN	R(C)N	canonical	55	64	55.1	53	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	86	0	0	0	1	1	0
9580|T484-R1	9580|G484	NB,LRR	NB,LRR	NL	NL	canonical	17	71	17.3	33	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	40	0	0	0	0	0	0
9580|T487-R1	9580|G487	TIR,TIR	TIR	T	T(L)	canonical	29	66	29.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	24	0	0	1	0	1	0
9580|T488-R1	9580|G488	TIR	TIR	T	T(L)	canonical	123	57	123.1	53	0	0	0	0	1	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	0	0	0	0	1	0	0
9580|T490-R1	9580|G490	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	83	62	83.1	60	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	59	0	0	0	0	0	0
9580|T502.1-R1	9580|G502.1	Coil,NB	Coil,NB	CN	CN	canonical	56	64	56.1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	100	0	0	0	0	0	0
9580|T508-R1	9580|G508	TIR	TIR	T	T(L)	canonical	121	57	121.1	55	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	52	0	0	0	1	0	0
9580|T515-R1	9580|G515	TIR,TIR	TIR	T	T(L)	canonical	98	61	98.1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	4	0	0	0	1	0	0
9580|T518-R1	9580|G518	NB	NB	N	N	canonical	103	60	103.1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	0	0	0	0	0	0	0
9580|T521-R1	9580|G521	TIR	TIR	T	T(L)	canonical	150	49	150.1	47	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	2	0	0	0	1	1	0
9580|T525-R1	9580|G525	Coil,NB	Coil,NB	CN	CN	canonical	14	82	14.1	41	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	46	0	0	0	0	0	0
9580|T527-R1	9580|G527	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	77	63	885	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	81	0	0	0	0	1	0
9580|T529-R1	9580|G529	NB,LRR,Coil	NB,LRR,Coil	CNL	CNL	canonical	271	8	271.1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	80	0	0	0	0	1	0
9580|T534-R1	9580|G534	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	36	66	36.1	60	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	98	0	0	0	0	0	0
9580|T537-R1	9580|G537	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	90	61	90.1	55	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	73	0	0	0	0	0	0
9580|T540-R1	9580|G540	NB	NB	N	N	canonical	104	60	104.1	54	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	100	0	0	0	0	0	0
9580|T542-R1	9580|G542	NB,LRR	NB,LRR	NL	NL	canonical	25	67	1175	1	0	0	0	1	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	53	0	0	0	0	0	0
9580|T543-R1	9580|G543	Coil,NB,LRR,PF07714	Coil,NB,LRR,PF07714	CNLX	C(N,L)X	noncanonical	49	65	977	1	0	0	0	1	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	52	0	0	0	0	0	0
9580|T550-R1	9580|G550	TIR,NB,LRR,LRR	TIR,NB,LRR	TNL	TNL	canonical	377	2	809	2	0	0	0	0	1	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	42	0	0	0	0	0	0
9580|T552-R1	9580|G552	TIR	TIR	T	T(L)	canonical	222	19	222.1	18	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	0	0	0	0	1	1	0
9580|T554-R1	9580|G554	Coil,NB	Coil,NB	CN	CN	canonical	291	6	291.1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	Scm-0	ESP	OTHER	MPI/MPGC_Cologne	ued	NA	33.4954	2	0	0	0	0	1	0
